sample_id,main_category,target_type,scenario_group,subscenario_desc,state_idlist,state_linkinfo,state_env,state_relativepath,state_tracker,expected_status,expected_ui_target_field,expected_ui_target_path,expected_execution_target_field,expected_execution_target_path,expected_tracker_status,target_file_relpath,target_file_exists_at_creation,sha256,lecmd_crosscheck,exiftool_crosscheck,system_output_status
CNEC_contoo.docx,CONFLICTING,.docx,ENV,"CONFLICTING | UI=env(PRESENT_NORMAL_NOT_FOUND)->__NOTFOUND_41990.docx | EXEC=tracker(PRESENT_VALID_BIRTH_MATCH)->contoo.docx | fields: env=PRESENT_NORMAL_NOT_FOUND tracker=PRESENT_VALID_BIRTH_MATCH | tracker=BIRTH_MATCH | outlier: env | grup: UI tidak resolve, eksekusi jatuh ke tracker -> conflict/tracker",ABSENT,ABSENT,PRESENT_NORMAL_NOT_FOUND,ABSENT,PRESENT_VALID_BIRTH_MATCH,CONFLICTING,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_41990.docx,TrackerDataBlock,D:\TEL\ta\ta 3\contoo.docx,PRESENT_VALID_BIRTH_MATCH,D:\TEL\ta\ta 3\contoo.docx,TRUE,aa43f6a1fc197c9644fd578530432743816c911245950b2fe054819293544b38,SKIP,SKIP,CONFLICTING
CNEC_contoh.docx,CONFLICTING,.docx,ENV,"CONFLICTING | UI=env(PRESENT_NORMAL_NOT_FOUND)->__NOTFOUND_89011.docx | EXEC=tracker(PRESENT_VALID_BIRTH_MATCH)->contoh.docx | fields: env=PRESENT_NORMAL_NOT_FOUND tracker=PRESENT_VALID_BIRTH_MATCH | tracker=BIRTH_MATCH | outlier: env | grup: UI tidak resolve, eksekusi jatuh ke tracker -> conflict/tracker",ABSENT,ABSENT,PRESENT_NORMAL_NOT_FOUND,ABSENT,PRESENT_VALID_BIRTH_MATCH,CONFLICTING,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_89011.docx,TrackerDataBlock,D:\TEL\ta\ta 3\proposal\proposal sekarang\contoh.docx,PRESENT_VALID_BIRTH_MATCH,D:\TEL\ta\ta 3\proposal\proposal sekarang\contoh.docx,TRUE,ab41ddf6a31e97f805a9bf31411ab0794494a7decdea52c11d03c888f8e81bdb,SKIP,SKIP,CONFLICTING
CNEC_contzz.docx,CONFLICTING,.docx,ENV,"CONFLICTING | UI=env(PRESENT_NORMAL_NOT_FOUND)->__NOTFOUND_63541.docx | EXEC=tracker(PRESENT_VALID_BIRTH_MATCH)->contzz.docx | fields: env=PRESENT_NORMAL_NOT_FOUND tracker=PRESENT_VALID_BIRTH_MATCH | tracker=BIRTH_MATCH | outlier: env | grup: UI tidak resolve, eksekusi jatuh ke tracker -> conflict/tracker",ABSENT,ABSENT,PRESENT_NORMAL_NOT_FOUND,ABSENT,PRESENT_VALID_BIRTH_MATCH,CONFLICTING,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_63541.docx,TrackerDataBlock,D:\TEL\ta\ta 3\contzz.docx,PRESENT_VALID_BIRTH_MATCH,D:\TEL\ta\ta 3\contzz.docx,TRUE,fe78799f7f65a49c71a201f51de1ec37b2bbe788afead168d28b15b40d2ac1a9,SKIP,SKIP,CONFLICTING
CNEC_contaa.docx,CONFLICTING,.docx,ENV,"CONFLICTING | UI=env(PRESENT_NORMAL_NOT_FOUND)->__NOTFOUND_92912.docx | EXEC=tracker(PRESENT_VALID_BIRTH_MATCH)->contaa.docx | fields: env=PRESENT_NORMAL_NOT_FOUND tracker=PRESENT_VALID_BIRTH_MATCH | tracker=BIRTH_MATCH | outlier: env | grup: UI tidak resolve, eksekusi jatuh ke tracker -> conflict/tracker",ABSENT,ABSENT,PRESENT_NORMAL_NOT_FOUND,ABSENT,PRESENT_VALID_BIRTH_MATCH,CONFLICTING,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_92912.docx,TrackerDataBlock,D:\TEL\ta\ta 3\contaa.docx,PRESENT_VALID_BIRTH_MATCH,D:\TEL\ta\ta 3\contaa.docx,TRUE,a84272ad743b0e826d2939679b4b5bd2c53bc7a762c07ee21d7d9b5654e45864,SKIP,SKIP,CONFLICTING
CNEC_https.docx,CONFLICTING,.docx,ENV,"CONFLICTING | UI=env(PRESENT_NORMAL_NOT_FOUND)->__NOTFOUND_99348.docx | EXEC=tracker(PRESENT_VALID_BIRTH_MATCH)->https.docx | fields: env=PRESENT_NORMAL_NOT_FOUND tracker=PRESENT_VALID_BIRTH_MATCH | tracker=BIRTH_MATCH | outlier: env | grup: UI tidak resolve, eksekusi jatuh ke tracker -> conflict/tracker",ABSENT,ABSENT,PRESENT_NORMAL_NOT_FOUND,ABSENT,PRESENT_VALID_BIRTH_MATCH,CONFLICTING,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_99348.docx,TrackerDataBlock,D:\TEL\s6\tatul\https.docx,PRESENT_VALID_BIRTH_MATCH,D:\TEL\s6\tatul\https.docx,TRUE,328af84701d25c1216410ddeb0e76804cae2290d68d3d9ac974f87277dfac734,SKIP,SKIP,CONFLICTING
CNEC_YobelAK_Topik.docx,CONFLICTING,.docx,ENV,"CONFLICTING | UI=env(PRESENT_NORMAL_NOT_FOUND)->__NOTFOUND_63135.docx | EXEC=tracker(PRESENT_VALID_BIRTH_MATCH)->YobelAK_Topik.docx | fields: env=PRESENT_NORMAL_NOT_FOUND tracker=PRESENT_VALID_BIRTH_MATCH | tracker=BIRTH_MATCH | outlier: env | grup: UI tidak resolve, eksekusi jatuh ke tracker -> conflict/tracker",ABSENT,ABSENT,PRESENT_NORMAL_NOT_FOUND,ABSENT,PRESENT_VALID_BIRTH_MATCH,CONFLICTING,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_63135.docx,TrackerDataBlock,D:\TEL\s6\tatul\YobelAK_Topik.docx,PRESENT_VALID_BIRTH_MATCH,D:\TEL\s6\tatul\YobelAK_Topik.docx,TRUE,9f7f10951d4491039fe0f94e23da6b4cc95c155e8b0bb6fc6e0698a7b66def70,SKIP,SKIP,CONFLICTING
CNEC_YobelAK_Topik.pdf,CONFLICTING,.pdf,ENV,"CONFLICTING | UI=env(PRESENT_NORMAL_NOT_FOUND)->__NOTFOUND_40966.pdf | EXEC=tracker(PRESENT_VALID_BIRTH_MATCH)->YobelAK_Topik.pdf | fields: env=PRESENT_NORMAL_NOT_FOUND tracker=PRESENT_VALID_BIRTH_MATCH | tracker=BIRTH_MATCH | outlier: env | grup: UI tidak resolve, eksekusi jatuh ke tracker -> conflict/tracker",ABSENT,ABSENT,PRESENT_NORMAL_NOT_FOUND,ABSENT,PRESENT_VALID_BIRTH_MATCH,CONFLICTING,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_40966.pdf,TrackerDataBlock,D:\TEL\s6\tatul\YobelAK_Topik.pdf,PRESENT_VALID_BIRTH_MATCH,D:\TEL\s6\tatul\YobelAK_Topik.pdf,TRUE,58668ec1be06767eb3ffeb0bacef93941cf513f63e4b65e30e41289dc911a37e,SKIP,SKIP,CONFLICTING
CNEC_ubuntu-24.04.2-desktop-amd64.iso,CONFLICTING,.iso,ENV,"CONFLICTING | UI=env(PRESENT_NORMAL_NOT_FOUND)->__NOTFOUND_99624.iso | EXEC=tracker(PRESENT_VALID_BIRTH_MATCH)->ubuntu-24.04.2-desktop-amd64.iso | fields: env=PRESENT_NORMAL_NOT_FOUND tracker=PRESENT_VALID_BIRTH_MATCH | tracker=BIRTH_MATCH | outlier: env | grup: UI tidak resolve, eksekusi jatuh ke tracker -> conflict/tracker",ABSENT,ABSENT,PRESENT_NORMAL_NOT_FOUND,ABSENT,PRESENT_VALID_BIRTH_MATCH,CONFLICTING,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_99624.iso,TrackerDataBlock,D:\vm\ubuntu\ubuntu-24.04.2-desktop-amd64.iso,PRESENT_VALID_BIRTH_MATCH,D:\vm\ubuntu\ubuntu-24.04.2-desktop-amd64.iso,TRUE,67475cca9b29304f54c35a513097c19bca9502b2995a47d9e1a38b575ed84658,SKIP,SKIP,CONFLICTING
CNEC_launcher.exe,CONFLICTING,.exe,ENV,"CONFLICTING | UI=env(PRESENT_NORMAL_NOT_FOUND)->__NOTFOUND_47735.exe | EXEC=tracker(PRESENT_VALID_BIRTH_MATCH)->launcher.exe | fields: env=PRESENT_NORMAL_NOT_FOUND tracker=PRESENT_VALID_BIRTH_MATCH | tracker=BIRTH_MATCH | outlier: env | grup: UI tidak resolve, eksekusi jatuh ke tracker -> conflict/tracker",ABSENT,ABSENT,PRESENT_NORMAL_NOT_FOUND,ABSENT,PRESENT_VALID_BIRTH_MATCH,CONFLICTING,EnvironmentVariableDataBlock,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\__NOTFOUND_47735.exe,TrackerDataBlock,D:\game\hsr\HoYoPlay\launcher.exe,PRESENT_VALID_BIRTH_MATCH,D:\game\hsr\HoYoPlay\launcher.exe,TRUE,86442cab06c7ab0f80f876953ee064eea0cbced3d839f69c95048d0e6433672d,SKIP,SKIP,CONFLICTING
CEEC_cmdc.cmd-015,CONSISTENT,.cmd,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->cmdc.cmd | EXEC=idlist(PRESENT_EXISTS)->cmdc.cmd | fields: idlist=PRESENT_EXISTS env=PRESENT_QUOTED | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc.cmd,TRUE,684ee07fd5d6f4e30b2b4bc86928391f47ca2ff97782278d82328ff58b020008,MATCH,SKIP,CONSISTENT
CEEC_rar37.rar-003,CONSISTENT,.rar,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->rar37.rar | EXEC=idlist(PRESENT_EXISTS)->rar37.rar | fields: idlist=PRESENT_EXISTS env=PRESENT_QUOTED | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\rar37.rar,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\rar37.rar,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\rar37.rar,TRUE,4538fd143beb776f4360acad1342f0456d1816f9e248fc9ecb5493145a3ced8e,MATCH,SKIP,CONSISTENT
CEEC_cmdc2.cmd-015,CONSISTENT,.cmd,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->cmdc2.cmd | EXEC=idlist(PRESENT_EXISTS)->cmdc2.cmd | fields: idlist=PRESENT_EXISTS env=PRESENT_QUOTED | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\cmdc2.cmd,TRUE,f60eb4f64997194158e30acedf9f80c54faf6b38cd3953065768350570f8e0eb,MATCH,SKIP,CONSISTENT
CEEC_text11.txt-003,CONSISTENT,.txt,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->text11.txt | EXEC=idlist(PRESENT_EXISTS)->text11.txt | fields: idlist=PRESENT_EXISTS env=PRESENT_QUOTED | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\text11.txt,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\text11.txt,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\text11.txt,TRUE,8f824941c8c3b6d8fd67c4544a8fa207088f2cb523111466997e9141b013625c,MATCH,SKIP,CONSISTENT
CEEC_exee.exe-015,CONSISTENT,.exe,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->exee.exe | EXEC=idlist(PRESENT_EXISTS)->exee.exe | fields: idlist=PRESENT_EXISTS env=PRESENT_QUOTED | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee.exe,TRUE,6d7ac2aee76849bb44a41d459cd888feb7d8841656b080dc28fe2532d3877989,MATCH,SKIP,CONSISTENT
CEEC_txt21.txt-003,CONSISTENT,.txt,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->txt21.txt | EXEC=idlist(PRESENT_EXISTS)->txt21.txt | fields: idlist=PRESENT_EXISTS env=PRESENT_QUOTED | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\txt21.txt,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\txt21.txt,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\txt21.txt,TRUE,0dcb481628873bb2aa4546b09f89f1fd5fc50c86dca19c86c87127f8c1cf7b94,MATCH,SKIP,CONSISTENT
CEEC_exee2.exe-015,CONSISTENT,.exe,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->exee2.exe | EXEC=idlist(PRESENT_EXISTS)->exee2.exe | fields: idlist=PRESENT_EXISTS env=PRESENT_QUOTED | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\exee2.exe,TRUE,afc58873dba16ff638ea9a13d0735f19acad4876cafd4fb14501425c5eab5067,MATCH,SKIP,CONSISTENT
CEEC_txt31.txt-003,CONSISTENT,.txt,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->txt31.txt | EXEC=idlist(PRESENT_EXISTS)->txt31.txt | fields: idlist=PRESENT_EXISTS env=PRESENT_QUOTED | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\txt31.txt,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\txt31.txt,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\txt31.txt,TRUE,8741b1dd89390fd15921852be77259b1779082d11aec098808f16ebf978ebb28,MATCH,SKIP,CONSISTENT
CEEC_vbsv.vbs-015,CONSISTENT,.vbs,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->vbsv.vbs | EXEC=idlist(PRESENT_EXISTS)->vbsv.vbs | fields: idlist=PRESENT_EXISTS env=PRESENT_QUOTED | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv.vbs,TRUE,31915457f9909bd2acb12b402e8e545fa071f509e45305062cbc00d01b21f6f8,MATCH,SKIP,CONSISTENT
CEEC_xlsx20.xlsx-002,CONSISTENT,.xlsx,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->xlsx20.xlsx | EXEC=idlist(PRESENT_EXISTS)->xlsx20.xlsx | fields: idlist=PRESENT_EXISTS env=PRESENT_QUOTED | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\xlsx20.xlsx,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\xlsx20.xlsx,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\xlsx20.xlsx,TRUE,4e0248c89c857599f2a1888ea53be13f5046833978bf9822d37876ba70d4501b,MATCH,SKIP,CONSISTENT
CEEC_vbsv2.vbs-015,CONSISTENT,.vbs,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->vbsv2.vbs | EXEC=idlist(PRESENT_EXISTS)->vbsv2.vbs | fields: idlist=PRESENT_EXISTS env=PRESENT_QUOTED | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\vbsv2.vbs,TRUE,77b2232b8eb5c1f52620bd3084a5d5b527ba395a55b9c242634caf57f5cb551a,MATCH,SKIP,CONSISTENT
CEEC_xlsx30.xlsx-002,CONSISTENT,.xlsx,BASELINE,CONSISTENT | UI=idlist(PRESENT_EXISTS)->xlsx30.xlsx | EXEC=idlist(PRESENT_EXISTS)->xlsx30.xlsx | fields: idlist=PRESENT_EXISTS env=PRESENT_QUOTED | outlier: - | grup: UI=EXEC=idlist (field UI juga yang dieksekusi) -> consistent/idlist,PRESENT_EXISTS,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,CONSISTENT,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\xlsx30.xlsx,LinkTargetIDList,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\xlsx30.xlsx,NO_TRACKER,D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\dataset_v2\target\xlsx30.xlsx,TRUE,ea00d17133380d29b8b8b7f0e148c181f12f4cae374b799e28ce691289165b98,MATCH,SKIP,CONSISTENT
UUUU-030,UNKNOWN,,BASELINE,UNKNOWN | UI=idlist(ABSENT)->- | EXEC=tidak ditemukan(-)->- | fields: env=PRESENT_QUOTED | outlier: - | grup: UI tak tentu (tanpa IDList/ENV ter-resolve) -> unknown,ABSENT,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,,LinkTargetIDList,,tidak ditemukan,,NO_TRACKER,,FALSE,a38f11583f26bc6f828b8d55243fc42954d89151b45a3b3fdc7b94a2d230b2b2,SKIP,SKIP,UNKNOWN
UUUU-031,UNKNOWN,,BASELINE,UNKNOWN | UI=idlist(ABSENT)->- | EXEC=tidak ditemukan(-)->- | fields: env=PRESENT_QUOTED | outlier: - | grup: UI tak tentu (tanpa IDList/ENV ter-resolve) -> unknown,ABSENT,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,,LinkTargetIDList,,tidak ditemukan,,NO_TRACKER,,FALSE,9ac441c484ceb9fbc825a7d4712cbd3ea128fbf4b91caf2768fa3b8f2b28f1c0,SKIP,SKIP,UNKNOWN
UUUU-032,UNKNOWN,,BASELINE,UNKNOWN | UI=idlist(ABSENT)->- | EXEC=tidak ditemukan(-)->- | fields: env=PRESENT_QUOTED | outlier: - | grup: UI tak tentu (tanpa IDList/ENV ter-resolve) -> unknown,ABSENT,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,,LinkTargetIDList,,tidak ditemukan,,NO_TRACKER,,FALSE,bd76194b24b060d5676b2d048209f515386829a68a1f4ca83586d41831737554,SKIP,SKIP,UNKNOWN
UUUU-033,UNKNOWN,,BASELINE,UNKNOWN | UI=idlist(ABSENT)->- | EXEC=tidak ditemukan(-)->- | fields: env=PRESENT_QUOTED | outlier: - | grup: UI tak tentu (tanpa IDList/ENV ter-resolve) -> unknown,ABSENT,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,,LinkTargetIDList,,tidak ditemukan,,NO_TRACKER,,FALSE,292f8d1cd40243e6f4da453517d8f6a51b91b192ccea02fe8479b64f7db57d2c,SKIP,SKIP,UNKNOWN
UUUU-034,UNKNOWN,,BASELINE,UNKNOWN | UI=idlist(ABSENT)->- | EXEC=tidak ditemukan(-)->- | fields: env=PRESENT_QUOTED | outlier: - | grup: UI tak tentu (tanpa IDList/ENV ter-resolve) -> unknown,ABSENT,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,,LinkTargetIDList,,tidak ditemukan,,NO_TRACKER,,FALSE,81a848f375fc44867eaaf32bd094acc24b4bb0d7514d21565d0139292e46407a,SKIP,SKIP,UNKNOWN
UUUU-035,UNKNOWN,,BASELINE,UNKNOWN | UI=idlist(ABSENT)->- | EXEC=tidak ditemukan(-)->- | fields: env=PRESENT_QUOTED | outlier: - | grup: UI tak tentu (tanpa IDList/ENV ter-resolve) -> unknown,ABSENT,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,,LinkTargetIDList,,tidak ditemukan,,NO_TRACKER,,FALSE,87e99e92814e80aa880afb8852284977b2b8a3db518f63fca8b37b78c7f83f89,SKIP,SKIP,UNKNOWN
UUUU-036,UNKNOWN,,BASELINE,UNKNOWN | UI=idlist(ABSENT)->- | EXEC=tidak ditemukan(-)->- | fields: env=PRESENT_QUOTED | outlier: - | grup: UI tak tentu (tanpa IDList/ENV ter-resolve) -> unknown,ABSENT,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,,LinkTargetIDList,,tidak ditemukan,,NO_TRACKER,,FALSE,5c0a5c87ec756dd9e8b80ec754f0210cf595cf2cd0708c7fe49997ce768b5e38,SKIP,SKIP,UNKNOWN
UUUU-037,UNKNOWN,,BASELINE,UNKNOWN | UI=idlist(ABSENT)->- | EXEC=tidak ditemukan(-)->- | fields: env=PRESENT_QUOTED | outlier: - | grup: UI tak tentu (tanpa IDList/ENV ter-resolve) -> unknown,ABSENT,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,,LinkTargetIDList,,tidak ditemukan,,NO_TRACKER,,FALSE,078cb56be310151045388cc08436faedf8ac3c5daf9492056e63aa19c4519d01,SKIP,SKIP,UNKNOWN
UUUU-038,UNKNOWN,,BASELINE,UNKNOWN | UI=idlist(ABSENT)->- | EXEC=tidak ditemukan(-)->- | fields: env=PRESENT_QUOTED | outlier: - | grup: UI tak tentu (tanpa IDList/ENV ter-resolve) -> unknown,ABSENT,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,,LinkTargetIDList,,tidak ditemukan,,NO_TRACKER,,FALSE,b381d02bc24ac4f6a8c6f4f4c0dca19490c25d6fdbe80c7b4b5a9c099f5f951c,SKIP,SKIP,UNKNOWN
UUUU-039,UNKNOWN,,BASELINE,UNKNOWN | UI=idlist(ABSENT)->- | EXEC=tidak ditemukan(-)->- | fields: env=PRESENT_QUOTED | outlier: - | grup: UI tak tentu (tanpa IDList/ENV ter-resolve) -> unknown,ABSENT,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,,LinkTargetIDList,,tidak ditemukan,,NO_TRACKER,,FALSE,9438f1fd0487709b24da0f55f1d398686b6b05c507be0778cb9987f42013b9ad,SKIP,SKIP,UNKNOWN
UUUU-040,UNKNOWN,,BASELINE,UNKNOWN | UI=idlist(ABSENT)->- | EXEC=tidak ditemukan(-)->- | fields: env=PRESENT_QUOTED | outlier: - | grup: UI tak tentu (tanpa IDList/ENV ter-resolve) -> unknown,ABSENT,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,,LinkTargetIDList,,tidak ditemukan,,NO_TRACKER,,FALSE,3545ad887b6acfa574b3483da7a1dc0d42b00a24a249acff8cdcd2ee96558f84,SKIP,SKIP,UNKNOWN
UUUU-041,UNKNOWN,,BASELINE,UNKNOWN | UI=idlist(ABSENT)->- | EXEC=tidak ditemukan(-)->- | fields: env=PRESENT_QUOTED | outlier: - | grup: UI tak tentu (tanpa IDList/ENV ter-resolve) -> unknown,ABSENT,ABSENT,PRESENT_QUOTED,ABSENT,NO_TRACKER,,LinkTargetIDList,,tidak ditemukan,,NO_TRACKER,,FALSE,95fc476be540bee933e2b3df87f3b302bf5c51838c28f81262ba23923181435e,SKIP,SKIP,UNKNOWN
